"Through a combination of regularly scheduled technical systems audits of non-EPA laboratories processing state PM2.5 monitoring data and additional assessments of data quality, EPA has identified data quality issues that affect Florida, Illinois, most of Tennessee and parts of Kentucky. EPA has made a preliminary determination that this data should not be used for regulatory purposes. Until a final determination has been made, EPA has moved the data in the Air Quality System database for the PM2.5 sites in question from parameter code 88101 (PM2.5 at local conditions; used for regulatory data) to parameter code 88501 (PM2.5 raw data). This change will clarify to data users that data from these sites should not be compared to the PM2.5 National Ambient Air Quality Standards until EPA has made a final validity determination. This data is not included in the PM2.5 trends assessment or this summary table.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Air Quality Trends by City 2000-2020,,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  The values shown are the composite averages among the trend sites in each area.  Data from exceptional events are included.  These trends are based on sites having an adequate record of monitoring data during the trend period.  Based on data from AQS as of May 5, 2021.  ",,,,,,,,,,,,,,,,,,,,,,,,,
CBSA,Core Based Statistical Area,Pollutant,Trend Statistic,Number of Trends Sites,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0
37980,,O3,4th Max,11,0.095,0.098,0.10600000000000002,0.08599999999999998,0.08200000000000002,0.08899999999999998,0.084,0.08799999999999998,0.084,0.07000000000000002,0.08200000000000002,0.083,0.083,0.068,0.071,0.073,0.075,0.073,0.073,0.067,0.063
37980,,PM2.5,Weighted Annual Mean,10,15.0,15.3,14.5,14.5,13.8,14.5,12.7,13.5,12.7,10.9,11.0,10.6,9.7,9.4,9.6,9.5,8.4,8.3,8.0,7.9,7.4
37980,,PM2.5,98th Percentile,10,36.0,40.0,39.0,38.0,32.0,35.0,35.0,33.0,30.0,26.0,28.0,26.0,24.0,27.0,24.0,25.0,20.0,20.0,19.0,22.0,19.0
37980,,SO2,99th Percentile,2,112.0,118.0,118.0,116.0,85.0,124.0,93.0,46.0,47.0,28.0,30.0,25.0,19.0,12.0,12.0,10.0,10.0,4.0,5.0,7.0,7.0
38060,"Phoenix-Mesa-Scottsdale, AZ",CO,2nd Max,6,4.8,4.0,3.9,3.6,3.3,3.3,2.9,2.6,2.1,2.1,2.3,2.0,1.7,1.9,2.0,1.8,1.7,2.0,1.9,1.5,1.7
38060,,NO2,Annual Mean,2,29.0,27.0,29.0,28.0,24.0,25.0,24.0,22.0,20.0,19.0,18.0,19.0,20.0,19.0,19.0,17.0,17.0,18.0,17.0,15.0,15.0
38060,,NO2,98th Percentile,2,101.0,73.0,75.0,72.0,69.0,68.0,72.0,68.0,64.0,61.0,57.0,58.0,61.0,58.0,59.0,57.0,57.0,59.0,54.0,50.0,51.0
38060,,O3,4th Max,20,0.08,0.079,0.08100000000000002,0.08,0.073,0.078,0.077,0.073,0.076,0.068,0.072,0.076,0.076,0.073,0.072,0.071,0.07000000000000002,0.073,0.073,0.071,0.078
38060,,PM10,2nd Max,12,110.2,86.3,99.9,138.6,83.8,104.2,129.1,121.1,102.1,127.5,72.9,234.1,161.9,172.8,141.8,82.8,115.2,123.8,212.3,73.9,98.3
38060,,PM2.5,Weighted Annual Mean,4,9.5,8.5,9.8,9.2,8.4,8.8,9.1,9.4,9.4,8.8,7.3,9.8,9.1,7.8,7.9,7.2,7.6,7.6,8.1,6.6,8.3
38060,,PM2.5,98th Percentile,4,25.0,21.0,26.0,24.0,21.0,24.0,20.0,22.0,20.0,21.0,18.0,30.0,19.0,20.0,20.0,19.0,18.0,22.0,23.0,16.0,23.0
38060,,SO2,99th Percentile,1,24.0,15.0,17.0,13.0,14.0,15.0,15.0,12.0,8.0,10.0,10.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,5.0,5.0
38300,"Pittsburgh, PA",NO2,Annual Mean,2,15.0,15.0,15.0,14.0,13.0,15.0,14.0,14.0,12.0,11.0,11.0,10.0,9.0,9.0,9.0,9.0,8.0,7.0,6.0,6.0,7.0
38300,,NO2,98th Percentile,2,52.0,48.0,49.0,47.0,44.0,47.0,48.0,43.0,42.0,41.0,41.0,38.0,37.0,36.0,42.0,40.0,38.0,35.0,36.0,35.0,33.0
38300,,O3,4th Max,9,0.08,0.08899999999999998,0.098,0.08599999999999998,0.074,0.084,0.077,0.078,0.075,0.068,0.076,0.071,0.077,0.07000000000000002,0.066,0.069,0.07000000000000002,0.065,0.067,0.06,0.064
38300,,PM10,2nd Max,8,70.6,83.1,73.9,79.6,82.9,79.6,69.6,73.3,64.6,56.9,63.5,59.5,49.9,40.8,42.9,47.0,48.4,50.5,42.6,44.4,40.0
38300,,PM2.5,Weighted Annual Mean,10,16.2,16.9,15.6,15.7,15.1,16.7,14.4,15.5,13.2,12.5,12.8,11.4,10.4,10.3,10.5,10.1,9.3,9.9,8.8,8.8,7.8
38300,,PM2.5,98th Percentile,10,40.0,46.0,45.0,43.0,43.0,42.0,38.0,41.0,32.0,29.0,32.0,29.0,23.0,24.0,24.0,24.0,21.0,21.0,20.0,21.0,19.0
38300,,SO2,99th Percentile,6,141.0,148.0,142.0,121.0,125.0,127.0,111.0,129.0,98.0,108.0,80.0,73.0,51.0,33.0,42.0,41.0,28.0,34.0,34.0,25.0,14.0
38340,"Pittsfield, MA",PM2.5,Weighted Annual Mean,1,11.8,13.3,12.1,11.1,10.5,11.8,9.0,10.1,9.9,8.7,8.9,9.1,8.5,7.4,6.1,7.1,5.9,5.8,5.9,5.9,5.9
38340,,PM2.5,98th Percentile,1,29.0,34.0,36.0,37.0,30.0,34.0,27.0,29.0,27.0,25.0,25.0,29.0,20.0,16.0,17.0,19.0,13.0,14.0,18.0,18.0,18.0
38420,"Platteville, WI",PM2.5,Weighted Annual Mean,1,12.3,11.9,10.9,11.3,10.8,12.4,11.7,12.7,12.6,11.4,10.3,10.4,9.1,8.9,8.1,7.9,6.8,6.8,8.4,8.4,8.2
38420,,PM2.5,98th Percentile,1,40.0,31.0,24.0,30.0,33.0,39.0,30.0,36.0,35.0,33.0,30.0,23.0,22.0,19.0,22.0,22.0,21.0,18.0,20.0,25.0,20.0
38540,"Pocatello, ID",PM10,2nd Max,1,124.0,124.0,78.0,61.0,53.0,58.0,45.0,31.0,57.0,83.0,65.0,69.0,194.0,62.0,87.0,74.0,65.0,120.0,99.0,67.0,114.0
38860,"Portland-South Portland, ME",O3,4th Max,3,0.069,0.08799999999999998,0.09299999999999999,0.073,0.073,0.073,0.072,0.08100000000000002,0.068,0.068,0.067,0.067,0.071,0.07000000000000002,0.064,0.063,0.064,0.063,0.064,0.06,0.05600000000000001
38900,"Portland-Vancouver-Hillsboro, OR-WA",CO,2nd Max,1,3.8,3.2,3.0,3.1,3.7,2.5,2.7,2.7,2.5,2.3,2.4,2.4,2.1,1.8,1.3,1.9,1.2,1.1,1.6,1.4,14.1
38900,,O3,4th Max,3,0.05899999999999998,0.063,0.061,0.071,0.06,0.05899999999999998,0.067,0.05800000000000002,0.062,0.064,0.05600000000000001,0.05600000000000001,0.05899999999999998,0.053000000000000005,0.05700000000000001,0.064,0.05700000000000001,0.073,0.062,0.05800000000000002,0.05800000000000002
38900,,PM2.5,Weighted Annual Mean,1,9.8,8.7,8.4,8.2,9.3,9.2,9.8,8.1,8.4,7.6,6.3,8.3,7.3,8.7,6.3,7.2,5.6,7.9,7.4,6.5,10.7
38900,,PM2.5,98th Percentile,1,28.0,25.0,28.0,23.0,33.0,26.0,38.0,29.0,27.0,22.0,17.0,36.0,23.0,36.0,15.0,29.0,14.0,34.0,20.0,20.0,31.0
39020,"Portsmouth, OH",PM10,2nd Max,2,47.0,43.5,37.0,36.0,34.0,41.0,39.5,39.5,29.5,23.0,33.0,32.0,30.0,27.0,27.0,31.0,26.5,18.5,21.5,19.0,20.5
39020,,PM2.5,Weighted Annual Mean,1,21.1,20.3,16.7,14.7,12.9,16.2,14.3,14.0,12.1,10.9,11.8,10.1,9.8,9.0,8.2,8.5,8.3,6.9,7.1,6.7,6.6
39020,,PM2.5,98th Percentile,1,44.0,49.0,42.0,33.0,29.0,40.0,31.0,38.0,24.0,22.0,24.0,21.0,19.0,18.0,16.0,23.0,17.0,17.0,16.0,13.0,14.0
39300,"Providence-Warwick, RI-MA",CO,2nd Max,1,2.4,2.7,2.6,1.8,1.7,1.6,1.6,1.1,1.0,1.3,1.6,1.3,1.0,1.3,1.2,1.0,0.9,0.9,0.7,0.8,1.0
39300,,O3,4th Max,3,0.084,0.103,0.095,0.08599999999999998,0.08100000000000002,0.08799999999999998,0.08,0.087,0.077,0.068,0.075,0.075,0.078,0.076,0.065,0.073,0.072,0.075,0.075,0.065,0.065
39300,,PM10,2nd Max,2,45.5,45.5,52.5,50.5,41.0,50.0,45.5,39.5,37.0,45.0,33.5,29.5,33.3,34.0,44.0,34.5,31.5,28.0,29.5,30.0,28.0
39300,,PM2.5,Weighted Annual Mean,4,10.9,11.7,11.0,10.9,10.3,10.2,9.7,9.7,9.0,7.8,7.8,8.5,7.5,7.2,6.4,6.7,6.1,5.8,6.5,5.3,6.3
39300,,PM2.5,98th Percentile,4,29.0,32.0,32.0,33.0,29.0,30.0,29.0,28.0,23.0,21.0,24.0,22.0,19.0,19.0,16.0,17.0,16.0,14.0,17.0,14.0,16.0
39300,,SO2,99th Percentile,1,88.0,87.0,74.0,61.0,58.0,70.0,67.0,56.0,55.0,53.0,84.0,65.0,65.0,62.0,13.0,10.0,7.0,11.0,4.0,4.0,3.0
39340,"Provo-Orem, UT",O3,4th Max,1,0.08899999999999998,0.072,0.077,0.078,0.07000000000000002,0.08,0.079,0.077,0.072,0.069,0.07000000000000002,0.065,0.076,0.07000000000000002,0.076,0.071,0.072,0.072,0.073,0.066,0.07000000000000002
39340,,PM10,2nd Max,1,89.0,101.0,105.0,118.0,111.0,77.0,90.0,112.0,177.0,162.0,108.0,70.0,67.0,136.0,62.0,67.0,60.0,82.0,85.0,53.0,90.0
39340,,PM2.5,Weighted Annual Mean,2,8.6,10.7,10.1,8.1,11.7,9.0,8.5,11.4,9.1,10.0,8.7,7.8,7.5,11.8,6.7,6.9,8.1,7.9,8.1,5.8,7.7
39340,,PM2.5,98th Percentile,2,30.0,52.0,38.0,26.0,58.0,35.0,27.0,60.0,31.0,46.0,42.0,35.0,23.0,79.0,28.0,28.0,33.0,28.0,39.0,19.0,25.0
39580,"Raleigh, NC",O3,4th Max,2,0.085,0.084,0.099,0.085,0.075,0.083,0.075,0.08100000000000002,0.077,0.067,0.073,0.074,0.073,0.062,0.064,0.065,0.068,0.063,0.063,0.063,0.055
39580,,PM2.5,Weighted Annual Mean,1,15.9,14.2,13.6,13.7,13.3,13.6,13.8,13.1,11.4,9.3,10.2,10.3,9.5,10.5,11.1,10.5,9.2,8.7,8.8,8.9,7.8
39580,,PM2.5,98th Percentile,1,35.0,31.0,32.0,33.0,30.0,33.0,32.0,33.0,24.0,20.0,21.0,24.0,21.0,22.0,22.0,22.0,20.0,18.0,17.0,17.0,20.0
39660,"Rapid City, SD",PM10,2nd Max,1,55.0,59.0,50.0,62.0,41.0,33.0,42.0,54.0,47.0,44.0,61.0,48.0,50.0,43.0,49.0,35.0,33.0,36.0,33.0,27.0,27.0
39660,,PM2.5,Weighted Annual Mean,1,8.8,7.8,7.2,7.4,7.2,7.2,7.4,7.4,6.7,5.9,6.6,5.4,5.8,6.1,5.5,5.6,4.9,5.8,6.1,5.0,5.0
39660,,PM2.5,98th Percentile,1,27.0,19.0,19.0,23.0,17.0,17.0,17.0,19.0,17.0,14.0,27.0,13.0,19.0,17.0,16.0,21.0,15.0,19.0,20.0,15.0,15.0
39780,"Red Bluff, CA",O3,4th Max,1,0.08200000000000002,0.078,0.091,0.084,0.08200000000000002,0.08100000000000002,0.087,0.08200000000000002,0.087,0.078,0.076,0.075,0.077,0.072,0.076,0.076,0.087,0.074,0.08200000000000002,0.066,0.074
39820,"Redding, CA",O3,4th Max,3,0.077,0.068,0.075,0.075,0.076,0.077,0.076,0.074,0.08,0.069,0.066,0.063,0.066,0.061,0.069,0.067,0.068,0.065,0.071,0.061,0.065
39820,,PM10,2nd Max,2,42.5,46.5,51.0,41.5,43.0,34.5,47.5,36.5,113.0,33.0,26.0,31.5,36.0,33.5,33.5,31.5,32.0,59.0,114.5,28.5,97.5
39820,,PM2.5,Weighted Annual Mean,1,9.2,9.2,10.5,7.5,7.2,7.3,8.7,5.6,14.7,5.8,4.6,5.4,5.9,5.9,5.2,7.5,5.2,7.8,15.9,6.7,10.2
39820,,PM2.5,98th Percentile,1,29.0,29.0,40.0,16.0,18.0,19.0,29.0,17.0,97.0,20.0,10.0,16.0,17.0,18.0,14.0,20.0,13.0,32.0,103.0,23.0,66.0
39900,"Reno, NV",CO,2nd Max,2,4.5,4.2,4.3,3.2,3.2,3.1,2.8,2.7,2.3,2.4,2.2,2.0,1.8,2.2,2.0,1.8,1.5,1.9,1.4,1.3,1.4
39900,,O3,4th Max,6,0.067,0.071,0.073,0.071,0.069,0.067,0.071,0.069,0.074,0.064,0.067,0.064,0.07000000000000002,0.066,0.068,0.069,0.068,0.067,0.075,0.062,0.071
39900,,PM2.5,Weighted Annual Mean,1,8.9,10.3,9.2,7.3,7.9,8.9,7.6,8.0,10.2,7.9,6.1,6.7,6.0,10.1,7.6,7.6,6.5,7.4,8.0,3.0,3.0
39900,,PM2.5,98th Percentile,1,31.0,42.0,26.0,19.0,29.0,41.0,27.0,24.0,54.0,41.0,18.0,19.0,16.0,39.0,29.0,20.0,19.0,20.0,35.0,11.0,11.0
40060,"Richmond, VA",NO2,Annual Mean,1,11.0,12.0,12.0,10.0,10.0,10.0,10.0,7.0,6.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0
40060,,NO2,98th Percentile,1,68.0,61.0,64.0,67.0,69.0,60.0,62.0,62.0,60.0,55.0,56.0,55.0,46.0,39.0,44.0,38.0,44.0,32.0,31.0,28.0,26.0
40060,,O3,4th Max,5,0.08200000000000002,0.08899999999999998,0.097,0.08200000000000002,0.076,0.08200000000000002,0.08200000000000002,0.08100000000000002,0.08200000000000002,0.065,0.078,0.076,0.076,0.064,0.062,0.062,0.064,0.063,0.063,0.061,0.054
40060,,PM2.5,Weighted Annual Mean,3,14.3,13.3,13.1,13.1,12.8,13.5,12.6,12.3,10.5,8.9,9.7,9.0,8.3,7.9,8.1,7.7,6.8,7.2,6.7,6.8,6.0
40060,,PM2.5,98th Percentile,3,32.0,33.0,29.0,35.0,29.0,31.0,31.0,31.0,23.0,20.0,21.0,21.0,19.0,19.0,16.0,17.0,15.0,14.0,15.0,14.0,13.0
40060,,SO2,99th Percentile,1,75.0,80.0,92.0,84.0,79.0,94.0,78.0,94.0,58.0,47.0,44.0,38.0,21.0,30.0,29.0,29.0,24.0,18.0,18.0,14.0,3.0
40140,"Riverside-San Bernardino-Ontario, CA",CO,2nd Max,7,2.1,1.9,1.9,2.2,1.7,1.5,1.5,1.5,1.1,1.1,1.2,1.1,1.0,1.0,1.3,1.5,1.2,1.0,1.0,0.8,1.0
40140,,NO2,Annual Mean,10,23.0,23.0,23.0,21.0,19.0,20.0,19.0,18.0,16.0,15.0,15.0,14.0,14.0,13.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0
40140,,NO2,98th Percentile,6,81.0,82.0,78.0,78.0,74.0,70.0,69.0,64.0,62.0,55.0,54.0,55.0,58.0,55.0,52.0,51.0,48.0,48.0,46.0,45.0,48.0
40140,,O3,4th Max,17,0.101,0.109,0.108,0.113,0.102,0.101,0.103,0.1,0.103,0.09399999999999999,0.092,0.09399999999999999,0.09299999999999999,0.08899999999999998,0.08899999999999998,0.092,0.09299999999999999,0.096,0.096,0.08799999999999998,0.098
40140,,PM10,2nd Max,13,87.9,89.8,109.5,97.6,79.1,73.1,87.6,110.6,75.7,61.7,50.0,52.5,47.8,71.8,73.0,82.8,84.2,88.4,66.5,80.2,84.5
40140,,PM2.5,Weighted Annual Mean,5,19.9,21.0,19.9,17.9,16.7,15.2,14.3,14.8,12.1,11.5,9.8,10.3,10.4,10.2,9.8,9.4,9.9,10.0,9.8,9.3,10.6
40140,,PM2.5,98th Percentile,5,52.0,55.0,47.0,47.0,49.0,39.0,36.0,47.0,33.0,28.0,23.0,24.0,25.0,26.0,28.0,29.0,24.0,22.0,22.0,26.0,29.0
40140,,SO2,99th Percentile,2,11.0,10.0,10.0,9.0,9.0,12.0,11.0,10.0,7.0,8.0,10.0,9.0,7.0,6.0,5.0,5.0,5.0,16.0,5.0,6.0,4.0
40180,"Riverton, WY",PM10,2nd Max,1,49.0,43.0,57.0,50.0,50.0,51.0,47.0,39.0,47.0,47.0,42.0,39.0,54.0,39.0,51.0,35.0,30.0,39.0,42.0,34.0,61.0
40180,,PM2.5,Weighted Annual Mean,1,9.6,9.6,9.6,8.1,9.6,7.7,7.7,7.5,7.8,8.3,9.3,7.8,7.8,7.8,6.7,6.2,6.8,7.4,7.3,7.0,7.3
40180,,PM2.5,98th Percentile,1,33.0,33.0,33.0,26.0,40.0,30.0,23.0,26.0,23.0,35.0,32.0,30.0,25.0,29.0,26.0,20.0,22.0,27.0,22.0,26.0,37.0
40220,"Roanoke, VA",NO2,Annual Mean,1,11.0,14.0,13.0,13.0,14.0,14.0,12.0,10.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0
40220,,NO2,98th Percentile,1,49.0,51.0,47.0,47.0,47.0,46.0,46.0,42.0,37.0,37.0,41.0,38.0,37.0,35.0,39.0,31.0,37.0,32.0,31.0,32.0,31.0
40220,,O3,4th Max,1,0.08100000000000002,0.08899999999999998,0.091,0.077,0.071,0.076,0.076,0.076,0.071,0.064,0.073,0.067,0.07000000000000002,0.05700000000000001,0.06,0.062,0.064,0.05800000000000002,0.062,0.05899999999999998,0.054
40220,,SO2,99th Percentile,1,19.0,18.0,19.0,17.0,16.0,15.0,22.0,17.0,12.0,10.0,10.0,9.0,5.0,5.0,6.0,5.0,4.0,3.0,2.0,3.0,3.0
40340,"Rochester, MN",PM2.5,Weighted Annual Mean,1,11.8,12.1,10.4,10.1,8.9,11.3,10.8,10.3,10.1,9.6,9.3,9.8,7.8,7.9,6.9,7.0,6.2,6.9,8.3,7.3,5.6
40340,,PM2.5,98th Percentile,1,36.0,30.0,24.0,27.0,28.0,33.0,30.0,27.0,27.0,36.0,29.0,26.0,19.0,21.0,20.0,17.0,17.0,18.0,20.0,19.0,17.0
40380,"Rochester, NY",O3,4th Max,1,0.07000000000000002,0.08599999999999998,0.09399999999999999,0.084,0.065,0.065,0.064,0.078,0.073,0.061,0.071,0.05800000000000002,0.072,0.066,0.064,0.061,0.067,0.065,0.071,0.06,0.06
40540,"Rock Springs, WY",PM10,2nd Max,14,49.7,51.1,71.4,60.6,62.1,58.0,55.4,57.4,57.2,47.4,47.6,43.1,71.7,51.1,74.2,58.4,45.8,62.0,67.2,42.1,76.4
40420,"Rockford, IL",O3,4th Max,1,0.07000000000000002,0.075,0.078,0.071,0.061,0.075,0.063,0.073,0.06,0.067,0.063,0.068,0.074,0.063,0.07000000000000002,0.066,0.07000000000000002,0.064,0.07000000000000002,0.066,0.067
40500,"Rockland, ME",O3,4th Max,1,0.07000000000000002,0.091,0.08799999999999998,0.08200000000000002,0.074,0.075,0.072,0.08200000000000002,0.061,0.069,0.07000000000000002,0.068,0.062,0.076,0.061,0.067,0.063,0.062,0.064,0.05899999999999998,0.05899999999999998
40580,"Rocky Mount, NC",O3,4th Max,1,0.085,0.085,0.095,0.08799999999999998,0.072,0.079,0.074,0.08,0.075,0.066,0.072,0.072,0.071,0.064,0.062,0.061,0.064,0.061,0.062,0.06,0.054
40860,"Rutland, VT",CO,2nd Max,1,2.5,2.2,2.3,1.9,1.8,1.8,1.4,1.7,1.8,1.5,1.2,1.7,1.5,1.3,0.9,1.4,0.7,0.7,0.9,1.0,0.8
40860,,NO2,Annual Mean,1,11.0,13.0,13.0,13.0,12.0,12.0,10.0,10.0,10.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,6.0
40860,,NO2,98th Percentile,1,45.0,48.0,54.0,53.0,52.0,51.0,39.0,44.0,43.0,41.0,39.0,36.0,33.0,36.0,38.0,38.0,32.0,34.0,35.0,35.0,32.0
40860,,PM2.5,Weighted Annual Mean,1,11.1,11.9,11.8,11.5,11.2,11.8,10.3,10.9,10.6,9.6,9.5,10.3,9.0,8.1,8.9,9.2,6.3,7.0,7.5,7.5,7.6
40860,,PM2.5,98th Percentile,1,31.0,33.0,36.0,34.0,32.0,33.0,29.0,28.0,28.0,31.0,32.0,30.0,24.0,21.0,29.0,30.0,19.0,18.0,20.0,20.0,22.0
40860,,SO2,99th Percentile,1,57.0,43.0,56.0,55.0,55.0,54.0,44.0,47.0,33.0,27.0,21.0,27.0,16.0,10.0,14.0,2.0,2.0,2.0,2.0,3.0,2.0
40900,"Sacramento--Roseville--Arden-Arcade, CA",CO,2nd Max,2,3.7,4.1,2.9,2.9,2.8,2.9,2.8,2.2,2.0,1.9,1.4,2.0,1.7,1.7,1.5,1.6,1.7,1.5,3.5,2.4,2.8
40900,,NO2,Annual Mean,5,12.0,11.0,12.0,11.0,10.0,10.0,10.0,10.0,9.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0
40900,,NO2,98th Percentile,5,51.0,53.0,51.0,48.0,43.0,43.0,44.0,42.0,42.0,37.0,37.0,37.0,36.0,36.0,34.0,32.0,30.0,28.0,30.0,29.0,27.0
40900,,O3,4th Max,12,0.08799999999999998,0.08799999999999998,0.092,0.08899999999999998,0.079,0.087,0.091,0.08,0.08899999999999998,0.083,0.077,0.077,0.08200000000000002,0.071,0.074,0.074,0.077,0.073,0.076,0.067,0.072
40900,,PM10,2nd Max,4,64.0,65.3,60.3,49.0,68.0,60.5,63.8,58.5,74.5,42.8,42.5,49.0,35.3,50.5,36.3,39.6,36.8,62.3,162.8,54.0,119.5
40900,,PM2.5,Weighted Annual Mean,3,11.6,11.3,12.7,10.0,10.4,9.8,10.7,9.5,10.2,8.5,6.8,8.7,7.1,8.4,7.5,8.5,7.0,8.4,12.1,7.4,11.5
40900,,PM2.5,98th Percentile,3,43.0,46.0,45.0,31.0,33.0,33.0,37.0,37.0,32.0,25.0,22.0,31.0,17.0,25.0,19.0,24.0,19.0,31.0,65.0,24.0,47.0
40900,,SO2,99th Percentile,1,21.0,21.0,9.0,9.0,6.0,5.0,7.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,5.0,8.0,9.0,6.0,2.0,3.0,3.0
41400,"Salem, OH",PM10,2nd Max,1,128.0,109.0,90.0,71.0,67.0,77.0,72.0,52.0,48.0,45.0,41.0,39.0,36.0,30.0,37.0,43.0,28.0,27.0,23.0,25.0,26.0
41420,"Salem, OR",O3,4th Max,1,0.05899999999999998,0.05700000000000001,0.063,0.072,0.062,0.063,0.075,0.06,0.066,0.069,0.05700000000000001,0.05700000000000001,0.063,0.055,0.066,0.065,0.065,0.078,0.066,0.055,0.05700000000000001
41500,"Salinas, CA",CO,2nd Max,1,1.4,1.4,1.2,1.0,1.0,0.8,0.9,1.0,0.8,0.9,0.8,0.9,1.3,0.8,1.0,0.9,0.9,0.8,0.9,0.8,1.2
41500,,NO2,Annual Mean,1,7.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0
41500,,NO2,98th Percentile,1,35.0,35.0,38.0,33.0,37.0,39.0,37.0,35.0,34.0,34.0,31.0,34.0,35.0,36.0,32.0,28.0,24.0,27.0,29.0,26.0,25.0
41500,,O3,4th Max,2,0.05899999999999998,0.062,0.061,0.063,0.066,0.055,0.05700000000000001,0.05600000000000001,0.06,0.05700000000000001,0.05800000000000002,0.05600000000000001,0.052,0.055,0.061,0.05700000000000001,0.054,0.05600000000000001,0.052,0.05600000000000001,0.051
41500,,PM2.5,Weighted Annual Mean,1,7.9,8.7,9.1,7.3,7.0,6.8,7.1,7.0,7.2,5.8,6.6,6.3,5.5,6.6,4.6,4.6,5.3,5.6,6.1,4.2,6.8
41500,,PM2.5,98th Percentile,1,22.0,22.0,23.0,14.0,16.0,14.0,13.0,16.0,14.0,14.0,14.0,14.0,13.0,16.0,12.0,12.0,13.0,17.0,29.0,10.0,44.0
41540,"Salisbury, MD-DE",O3,4th Max,2,0.09,0.09,0.09299999999999999,0.087,0.077,0.08599999999999998,0.08100000000000002,0.08100000000000002,0.08,0.068,0.084,0.076,0.085,0.069,0.065,0.067,0.069,0.063,0.068,0.062,0.05899999999999998
41540,,PM2.5,Weighted Annual Mean,1,14.3,14.4,13.8,12.5,13.4,14.1,12.8,13.2,12.2,9.7,9.9,8.7,8.2,8.1,9.0,8.2,7.1,7.2,7.1,7.6,7.1
41540,,PM2.5,98th Percentile,1,36.0,42.0,44.0,31.0,35.0,35.0,33.0,33.0,27.0,20.0,27.0,24.0,22.0,21.0,21.0,22.0,15.0,16.0,16.0,21.0,15.0
41620,"Salt Lake City, UT",CO,2nd Max,1,4.9,4.1,3.5,4.1,3.2,3.4,3.0,3.4,2.3,2.3,1.9,1.6,1.8,1.7,1.7,1.7,1.6,1.5,1.4,1.1,1.1
41620,,NO2,Annual Mean,1,26.0,27.0,27.0,24.0,25.0,23.0,22.0,23.0,22.0,18.0,17.0,18.0,16.0,18.0,14.0,16.0,18.0,13.0,15.0,14.0,15.0
41620,,O3,4th Max,1,0.08799999999999998,0.075,0.084,0.08100000000000002,0.069,0.08200000000000002,0.08200000000000002,0.079,0.075,0.074,0.073,0.075,0.078,0.077,0.072,0.08100000000000002,0.074,0.08100000000000002,0.074,0.073,0.075
41620,,PM10,2nd Max,1,107.0,103.0,123.0,162.0,100.0,95.0,82.0,122.0,166.0,103.0,166.0,83.0,61.0,105.0,87.0,64.0,78.0,77.0,103.0,67.0,77.0
41620,,PM2.5,Weighted Annual Mean,1,11.0,12.4,12.7,9.6,14.2,11.0,9.7,11.4,10.3,10.9,9.9,8.2,8.3,11.3,7.5,7.4,7.9,8.2,7.9,6.4,7.0
41620,,PM2.5,98th Percentile,1,51.0,66.0,56.0,34.0,64.0,43.0,38.0,64.0,36.0,45.0,50.0,39.0,26.0,55.0,43.0,29.0,38.0,36.0,26.0,27.0,25.0
41700,"San Antonio-New Braunfels, TX",NO2,Annual Mean,1,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
41700,,NO2,98th Percentile,1,37.0,34.0,35.0,34.0,34.0,34.0,34.0,33.0,39.0,31.0,32.0,33.0,34.0,35.0,31.0,33.0,32.0,33.0,35.0,38.0,34.0
41700,,O3,4th Max,3,0.08,0.079,0.09299999999999999,0.08200000000000002,0.085,0.08200000000000002,0.083,0.071,0.075,0.07000000000000002,0.072,0.075,0.079,0.076,0.068,0.076,0.067,0.07000000000000002,0.072,0.069,0.07000000000000002
41700,,PM10,2nd Max,1,43.0,40.0,48.0,41.0,44.0,35.0,35.0,36.0,42.0,37.0,30.0,36.0,42.0,71.0,71.0,48.0,47.0,73.0,56.0,42.0,80.0
