"Through a combination of regularly scheduled technical systems audits of non-EPA laboratories processing state PM2.5 monitoring data and additional assessments of data quality, EPA has identified data quality issues that affect Florida, Illinois, most of Tennessee and parts of Kentucky. EPA has made a preliminary determination that this data should not be used for regulatory purposes. Until a final determination has been made, EPA has moved the data in the Air Quality System database for the PM2.5 sites in question from parameter code 88101 (PM2.5 at local conditions; used for regulatory data) to parameter code 88501 (PM2.5 raw data). This change will clarify to data users that data from these sites should not be compared to the PM2.5 National Ambient Air Quality Standards until EPA has made a final validity determination. This data is not included in the PM2.5 trends assessment or this summary table.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Air Quality Trends by City 2000-2020,,,,,,,,,,,,,,,,,,,,,,,,,
"Note:  The values shown are the composite averages among the trend sites in each area.  Data from exceptional events are included.  These trends are based on sites having an adequate record of monitoring data during the trend period.  Based on data from AQS as of May 5, 2021.  ",,,,,,,,,,,,,,,,,,,,,,,,,
CBSA,Core Based Statistical Area,Pollutant,Trend Statistic,Number of Trends Sites,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0
23900,"Gettysburg, PA",CO,2nd Max,1,1.2,1.2,0.6,0.5,1.6,0.3,1.2,0.6,0.5,0.3,0.5,0.4,0.6,0.7,1.3,0.5,0.4,0.6,0.4,0.4,0.3
23900,,NO2,Annual Mean,1,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0
23900,,PM2.5,Weighted Annual Mean,1,13.0,14.1,12.9,13.6,13.7,13.6,11.8,12.3,11.4,11.0,11.7,12.2,11.0,10.4,8.5,9.9,7.4,7.6,7.7,9.4,7.9
23900,,PM2.5,98th Percentile,1,37.0,36.0,40.0,37.0,36.0,36.0,34.0,31.0,31.0,27.0,31.0,30.0,28.0,25.0,21.0,24.0,19.0,18.0,20.0,21.0,17.0
23940,"Gillette, WY",NO2,Annual Mean,1,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23940,,O3,4th Max,1,0.069,0.069,0.071,0.074,0.065,0.063,0.072,0.072,0.066,0.062,0.063,0.061,0.071,0.061,0.05800000000000002,0.05899999999999998,0.05700000000000001,0.064,0.064,0.055,0.062
23940,,PM10,2nd Max,8,85.1,92.4,85.4,86.4,107.0,68.6,79.9,84.0,72.6,61.8,67.5,77.9,86.3,62.6,52.5,73.1,55.0,92.1,57.0,50.4,57.0
24060,"Glenwood Springs, CO",PM10,2nd Max,1,31.0,41.0,51.0,34.0,45.0,64.0,68.0,59.0,136.0,71.0,55.0,73.0,44.0,28.0,38.0,34.0,28.0,40.0,30.0,30.0,30.0
24300,"Grand Junction, CO",PM10,2nd Max,1,62.0,62.0,62.0,110.0,60.0,70.0,77.0,68.0,103.0,61.0,64.0,39.0,49.0,51.0,45.0,34.0,35.0,44.0,34.0,33.0,71.0
24340,"Grand Rapids-Wyoming, MI",CO,2nd Max,1,2.6,3.1,2.8,2.0,1.8,1.9,2.0,1.1,1.1,1.6,1.3,1.4,1.4,1.0,0.9,1.2,0.9,1.0,0.9,1.3,1.1
24340,,O3,4th Max,3,0.073,0.085,0.08899999999999998,0.08899999999999998,0.07000000000000002,0.084,0.08200000000000002,0.08599999999999998,0.067,0.069,0.069,0.077,0.08100000000000002,0.069,0.068,0.066,0.074,0.065,0.07000000000000002,0.063,0.074
24340,,PM10,2nd Max,1,37.0,41.0,41.0,31.0,30.0,58.0,34.0,42.0,25.0,21.0,27.0,35.0,29.0,26.0,27.0,29.0,56.0,29.0,30.0,49.0,27.0
24340,,PM2.5,Weighted Annual Mean,1,13.9,14.5,13.4,13.5,12.0,13.7,12.5,12.2,10.7,9.4,9.6,9.5,9.3,8.4,9.5,9.3,8.2,8.0,8.2,8.0,7.7
24340,,PM2.5,98th Percentile,1,35.0,40.0,35.0,35.0,32.0,45.0,33.0,30.0,25.0,30.0,24.0,23.0,26.0,18.0,23.0,26.0,20.0,23.0,19.0,23.0,18.0
24540,"Greeley, CO",O3,4th Max,1,0.08,0.08,0.08,0.083,0.069,0.078,0.08200000000000002,0.074,0.073,0.067,0.073,0.077,0.08,0.073,0.07000000000000002,0.073,0.067,0.072,0.073,0.065,0.072
24540,,PM10,2nd Max,1,58.0,46.0,51.0,41.0,85.0,48.0,52.0,65.0,60.0,61.0,43.0,46.0,91.0,47.0,60.0,57.0,51.0,56.0,48.0,48.0,48.0
24540,,PM2.5,Weighted Annual Mean,2,8.8,10.2,9.0,8.7,8.3,7.9,8.8,9.7,8.0,7.7,7.5,7.0,7.9,7.2,7.8,7.7,8.2,8.0,8.8,8.2,8.7
24540,,PM2.5,98th Percentile,2,21.0,34.0,23.0,20.0,21.0,19.0,23.0,30.0,22.0,24.0,19.0,21.0,27.0,20.0,29.0,28.0,30.0,20.0,22.0,24.0,34.0
24580,"Green Bay, WI",O3,4th Max,2,0.078,0.08899999999999998,0.08799999999999998,0.087,0.072,0.084,0.072,0.084,0.064,0.068,0.072,0.068,0.083,0.067,0.066,0.068,0.07000000000000002,0.065,0.069,0.06,0.064
24580,,PM2.5,Weighted Annual Mean,1,11.6,11.9,11.2,11.3,9.9,11.8,12.4,11.4,11.8,11.1,10.0,10.1,8.7,7.6,9.1,8.0,6.9,6.1,6.4,7.3,7.3
24580,,PM2.5,98th Percentile,1,32.0,34.0,29.0,34.0,32.0,42.0,37.0,33.0,35.0,36.0,35.0,27.0,25.0,20.0,26.0,22.0,19.0,16.0,19.0,19.0,18.0
24580,,SO2,99th Percentile,1,87.0,67.0,62.0,58.0,53.0,78.0,68.0,77.0,78.0,67.0,69.0,72.0,72.0,76.0,79.0,69.0,13.0,11.0,12.0,5.0,6.0
24660,"Greensboro-High Point, NC",O3,4th Max,1,0.08200000000000002,0.09399999999999999,0.096,0.083,0.074,0.078,0.075,0.08200000000000002,0.084,0.068,0.074,0.071,0.076,0.062,0.065,0.066,0.067,0.064,0.065,0.062,0.055
24660,,PM2.5,Weighted Annual Mean,1,13.8,13.8,13.8,13.4,14.0,14.0,13.6,13.1,11.6,9.3,10.4,8.9,8.5,8.7,7.9,8.6,8.4,7.7,7.3,6.8,6.4
24660,,PM2.5,98th Percentile,1,33.0,33.0,33.0,30.0,31.0,31.0,30.0,28.0,25.0,20.0,21.0,21.0,20.0,19.0,15.0,15.0,18.0,16.0,15.0,15.0,15.0
24860,"Greenville-Anderson-Mauldin, SC",O3,4th Max,1,0.08100000000000002,0.08799999999999998,0.08799999999999998,0.078,0.074,0.08100000000000002,0.08100000000000002,0.08100000000000002,0.08,0.066,0.072,0.075,0.068,0.06,0.062,0.06,0.067,0.062,0.05899999999999998,0.068,0.068
25060,"Gulfport-Biloxi-Pascagoula, MS",O3,4th Max,2,0.09,0.08200000000000002,0.074,0.084,0.08,0.08200000000000002,0.083,0.08,0.077,0.076,0.073,0.073,0.074,0.063,0.074,0.066,0.063,0.064,0.068,0.061,0.05899999999999998
25180,"Hagerstown-Martinsburg, MD-WV",O3,4th Max,2,0.084,0.087,0.09299999999999999,0.08,0.074,0.077,0.078,0.078,0.074,0.066,0.076,0.071,0.072,0.065,0.061,0.067,0.067,0.061,0.064,0.05700000000000001,0.05600000000000001
25180,,PM2.5,Weighted Annual Mean,2,15.8,15.0,15.8,14.6,15.0,15.9,13.4,14.2,13.0,10.9,11.9,11.3,11.1,9.5,9.5,10.6,8.1,8.2,7.8,7.9,7.1
25180,,PM2.5,98th Percentile,2,43.0,42.0,43.0,35.0,37.0,35.0,31.0,30.0,30.0,24.0,34.0,28.0,28.0,23.0,28.0,27.0,20.0,19.0,21.0,24.0,21.0
25220,"Hammond, LA",PM2.5,Weighted Annual Mean,1,14.0,11.9,10.2,10.8,10.5,13.3,12.6,11.3,10.0,8.4,9.0,9.3,8.7,7.4,8.0,7.4,7.0,8.0,7.1,7.6,7.3
25220,,PM2.5,98th Percentile,1,35.0,26.0,21.0,23.0,28.0,35.0,28.0,26.0,21.0,20.0,17.0,20.0,18.0,16.0,16.0,17.0,13.0,19.0,17.0,18.0,18.0
25260,"Hanford-Corcoran, CA",O3,4th Max,1,0.105,0.09299999999999999,0.101,0.092,0.08799999999999998,0.085,0.08599999999999998,0.08,0.08799999999999998,0.095,0.103,0.08599999999999998,0.08200000000000002,0.085,0.08599999999999998,0.085,0.083,0.085,0.08,0.076,0.084
25260,,PM10,2nd Max,1,116.0,155.0,124.0,110.0,102.0,113.0,121.0,97.0,226.0,99.0,86.0,95.0,94.0,118.0,117.0,101.0,109.0,136.0,131.0,138.0,168.0
25260,,PM2.5,Weighted Annual Mean,1,16.4,19.2,21.5,16.2,17.4,17.5,16.9,18.4,15.8,17.7,17.9,17.1,16.3,15.6,15.4,15.1,14.8,16.0,17.1,12.1,19.5
25260,,PM2.5,98th Percentile,1,55.0,121.0,77.0,49.0,50.0,78.0,64.0,60.0,48.0,53.0,47.0,53.0,60.0,66.0,71.0,58.0,46.0,70.0,78.0,45.0,83.0
25420,"Harrisburg-Carlisle, PA",O3,4th Max,2,0.084,0.08899999999999998,0.096,0.077,0.074,0.085,0.079,0.08100000000000002,0.079,0.065,0.076,0.074,0.073,0.066,0.063,0.068,0.069,0.06,0.067,0.063,0.061
25420,,PM2.5,Weighted Annual Mean,2,15.2,15.6,14.7,15.7,15.4,15.2,13.5,14.0,13.1,11.6,11.3,11.8,11.2,11.3,10.2,10.2,8.6,8.5,8.0,8.4,8.4
25420,,PM2.5,98th Percentile,2,46.0,47.0,45.0,42.0,37.0,40.0,35.0,35.0,34.0,31.0,32.0,31.0,29.0,36.0,28.0,29.0,25.0,23.0,23.0,27.0,25.0
25460,"Harrison, AR",O3,4th Max,1,0.074,0.076,0.08100000000000002,0.075,0.071,0.073,0.073,0.074,0.064,0.065,0.07000000000000002,0.069,0.068,0.062,0.062,0.061,0.05600000000000001,0.05600000000000001,0.062,0.05800000000000002,0.06
25540,"Hartford-West Hartford-East Hartford, CT",NO2,Annual Mean,1,17.0,20.0,17.0,17.0,15.0,16.0,13.0,12.0,11.0,10.0,10.0,11.0,9.0,8.0,9.0,10.0,9.0,9.0,8.0,8.0,8.0
25540,,NO2,98th Percentile,1,60.0,64.0,57.0,58.0,54.0,59.0,48.0,49.0,44.0,46.0,44.0,58.0,37.0,41.0,45.0,47.0,43.0,47.0,40.0,39.0,36.0
25540,,O3,4th Max,2,0.079,0.098,0.101,0.079,0.079,0.09299999999999999,0.08799999999999998,0.092,0.08200000000000002,0.07000000000000002,0.078,0.071,0.08,0.079,0.077,0.074,0.074,0.07000000000000002,0.069,0.073,0.064
25540,,PM2.5,Weighted Annual Mean,1,10.7,12.3,11.8,11.7,10.9,11.5,10.7,10.0,9.6,8.1,7.6,8.9,7.3,7.7,7.1,7.2,6.9,5.8,6.8,6.7,7.3
25540,,PM2.5,98th Percentile,1,32.0,33.0,38.0,35.0,29.0,34.0,31.0,29.0,25.0,25.0,24.0,24.0,18.0,24.0,17.0,19.0,18.0,17.0,18.0,15.0,19.0
25860,"Hickory-Lenoir-Morganton, NC",O3,4th Max,1,0.085,0.08200000000000002,0.092,0.079,0.07000000000000002,0.075,0.076,0.077,0.072,0.064,0.071,0.066,0.064,0.062,0.061,0.065,0.066,0.063,0.065,0.06,0.052
25860,,PM2.5,Weighted Annual Mean,1,17.9,16.0,15.4,15.0,15.0,15.9,15.2,14.6,12.8,10.2,11.2,10.4,9.3,8.9,9.3,9.3,9.1,8.5,8.1,8.3,7.6
25860,,PM2.5,98th Percentile,1,38.0,32.0,34.0,36.0,34.0,37.0,33.0,31.0,25.0,21.0,23.0,22.0,16.0,20.0,19.0,20.0,22.0,21.0,18.0,17.0,17.0
26090,"Holland, MI",O3,4th Max,1,0.08,0.092,0.105,0.095,0.079,0.09399999999999999,0.091,0.09399999999999999,0.073,0.076,0.073,0.085,0.095,0.078,0.077,0.072,0.076,0.071,0.074,0.071,0.076
26090,,PM2.5,Weighted Annual Mean,1,11.7,12.8,12.4,12.4,11.2,12.4,11.5,11.7,9.7,8.6,8.5,8.4,8.5,7.8,8.7,7.9,7.0,7.5,7.6,7.2,6.0
26090,,PM2.5,98th Percentile,1,32.0,37.0,37.0,36.0,30.0,36.0,34.0,32.0,25.0,25.0,25.0,26.0,23.0,18.0,23.0,21.0,17.0,25.0,21.0,18.0,13.0
26380,"Houma-Thibodaux, LA",O3,4th Max,1,0.085,0.084,0.072,0.08,0.078,0.08100000000000002,0.08100000000000002,0.076,0.074,0.067,0.074,0.076,0.072,0.065,0.067,0.064,0.065,0.061,0.063,0.063,0.06
26380,,PM2.5,Weighted Annual Mean,1,12.4,10.9,9.3,10.9,9.7,11.2,11.6,9.6,8.6,8.3,8.8,8.7,7.7,7.2,7.5,6.9,6.9,7.5,7.2,7.5,7.4
26380,,PM2.5,98th Percentile,1,29.0,26.0,18.0,24.0,26.0,28.0,28.0,23.0,18.0,17.0,17.0,19.0,17.0,15.0,16.0,16.0,14.0,19.0,17.0,18.0,20.0
26420,"Houston-The Woodlands-Sugar Land, TX",CO,2nd Max,1,2.6,2.3,2.8,4.2,1.8,1.7,1.8,1.5,1.3,1.1,1.0,1.1,1.1,1.1,1.1,1.0,1.0,0.9,1.2,1.3,1.0
26420,,NO2,Annual Mean,11,12.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,10.0,9.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0
26420,,NO2,98th Percentile,11,53.0,54.0,51.0,51.0,49.0,48.0,47.0,47.0,46.0,43.0,44.0,43.0,41.0,41.0,38.0,41.0,38.0,37.0,38.0,38.0,36.0
26420,,O3,4th Max,15,0.1,0.095,0.09,0.097,0.09299999999999999,0.087,0.091,0.08,0.075,0.079,0.079,0.08200000000000002,0.08100000000000002,0.074,0.066,0.08200000000000002,0.067,0.071,0.075,0.073,0.068
26420,,PM10,2nd Max,7,54.0,47.0,52.3,52.3,54.9,53.4,69.4,65.3,56.7,52.3,44.9,52.4,65.7,58.3,68.4,65.1,39.4,58.0,80.6,51.3,75.9
26420,,PM2.5,Weighted Annual Mean,3,13.1,13.0,12.5,13.8,13.1,14.2,13.0,13.2,12.2,11.7,11.7,11.9,11.2,10.5,11.0,11.0,9.6,9.4,9.8,9.7,10.1
26420,,PM2.5,98th Percentile,3,30.0,31.0,28.0,29.0,31.0,28.0,26.0,28.0,26.0,23.0,23.0,22.0,24.0,22.0,24.0,22.0,21.0,23.0,27.0,22.0,23.0
26420,,SO2,99th Percentile,2,73.0,64.0,64.0,65.0,62.0,62.0,52.0,45.0,31.0,31.0,32.0,33.0,21.0,19.0,22.0,15.0,11.0,19.0,20.0,10.0,10.0
26540,"Huntington, IN",O3,4th Max,1,0.087,0.08200000000000002,0.08899999999999998,0.083,0.069,0.078,0.072,0.078,0.06,0.062,0.062,0.069,0.067,0.05899999999999998,0.05600000000000001,0.054,0.066,0.061,0.066,0.06,0.06
26580,"Huntington-Ashland, WV-KY-OH",NO2,Annual Mean,1,11.0,11.0,11.0,10.0,10.0,11.0,10.0,11.0,10.0,9.0,8.0,7.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0
26580,,NO2,98th Percentile,1,42.0,42.0,42.0,38.0,36.0,38.0,39.0,39.0,42.0,36.0,37.0,34.0,30.0,30.0,32.0,35.0,29.0,30.0,27.0,27.0,27.0
26580,,O3,4th Max,4,0.085,0.09,0.092,0.08,0.065,0.076,0.076,0.08100000000000002,0.073,0.063,0.07000000000000002,0.069,0.074,0.061,0.063,0.067,0.065,0.061,0.064,0.05899999999999998,0.05899999999999998
26580,,PM10,2nd Max,1,72.0,58.0,62.0,56.0,69.0,72.0,72.0,94.0,87.0,49.0,90.0,63.0,92.0,74.0,36.0,56.0,50.0,34.0,47.0,40.0,40.0
26580,,PM2.5,Weighted Annual Mean,2,16.8,16.5,16.1,14.7,14.2,17.1,14.4,15.5,13.1,11.5,12.2,10.8,10.3,9.3,9.3,8.7,7.9,7.7,7.7,7.7,7.6
26580,,PM2.5,98th Percentile,2,37.0,41.0,43.0,33.0,31.0,38.0,29.0,39.0,26.0,23.0,27.0,23.0,22.0,20.0,21.0,22.0,16.0,15.0,16.0,16.0,16.0
26580,,SO2,99th Percentile,2,57.0,55.0,50.0,49.0,69.0,53.0,53.0,54.0,40.0,28.0,38.0,41.0,14.0,14.0,18.0,13.0,7.0,7.0,10.0,7.0,6.0
26620,"Huntsville, AL",O3,4th Max,1,0.08799999999999998,0.08,0.078,0.079,0.077,0.075,0.079,0.08200000000000002,0.073,0.066,0.071,0.072,0.076,0.064,0.064,0.063,0.066,0.063,0.065,0.063,0.05700000000000001
26620,,PM10,2nd Max,4,62.5,41.0,42.3,44.5,40.5,45.5,41.0,49.3,34.0,27.0,35.5,34.3,31.5,28.8,37.5,44.3,36.8,23.8,30.0,30.0,31.5
26620,,PM2.5,Weighted Annual Mean,1,16.3,14.6,13.8,13.8,13.4,14.4,13.3,14.3,12.2,10.0,11.6,11.3,9.3,8.6,9.0,8.2,7.6,7.5,7.4,7.4,7.1
26620,,PM2.5,98th Percentile,1,42.0,30.0,34.0,27.0,32.0,40.0,30.0,34.0,28.0,21.0,20.0,25.0,19.0,16.0,21.0,17.0,13.0,17.0,16.0,14.0,17.0
26820,"Idaho Falls, ID",O3,4th Max,1,0.068,0.05600000000000001,0.069,0.07000000000000002,0.063,0.064,0.066,0.067,0.067,0.05800000000000002,0.062,0.063,0.066,0.06,0.062,0.061,0.05800000000000002,0.063,0.069,0.05800000000000002,0.066
26900,"Indianapolis-Carmel-Anderson, IN",CO,2nd Max,1,2.8,2.2,5.0,2.7,2.2,2.4,2.0,3.6,2.1,2.5,2.8,2.3,2.4,2.2,3.1,2.5,2.5,2.9,2.2,1.7,1.7
26900,,O3,4th Max,7,0.084,0.08599999999999998,0.099,0.085,0.071,0.08,0.075,0.08100000000000002,0.069,0.07000000000000002,0.068,0.072,0.076,0.063,0.062,0.061,0.068,0.066,0.072,0.064,0.064
26900,,PM10,2nd Max,1,54.0,53.0,47.0,46.0,61.0,58.0,56.0,59.0,55.0,56.0,75.0,66.0,71.0,56.0,57.0,59.0,85.0,54.0,55.0,57.0,65.0
26900,,PM2.5,Weighted Annual Mean,4,17.5,17.1,16.7,16.3,15.0,17.7,14.5,16.3,13.8,12.8,14.0,12.8,11.5,11.5,12.0,10.7,9.9,9.1,10.0,10.1,10.1
26900,,PM2.5,98th Percentile,4,36.0,38.0,36.0,38.0,32.0,43.0,34.0,38.0,30.0,26.0,33.0,29.0,24.0,23.0,30.0,23.0,21.0,20.0,24.0,23.0,22.0
26900,,SO2,99th Percentile,1,89.0,98.0,111.0,122.0,116.0,103.0,127.0,122.0,79.0,75.0,103.0,63.0,92.0,78.0,106.0,54.0,15.0,6.0,4.0,5.0,6.0
26980,"Iowa City, IA",PM2.5,Weighted Annual Mean,1,10.9,11.7,11.4,11.8,11.0,13.6,11.0,12.2,10.7,10.6,11.5,10.3,9.6,9.0,9.0,8.4,7.4,7.3,8.0,7.6,7.8
26980,,PM2.5,98th Percentile,1,28.0,35.0,26.0,27.0,37.0,41.0,27.0,33.0,28.0,26.0,33.0,26.0,22.0,21.0,24.0,21.0,17.0,18.0,19.0,20.0,19.0
27220,"Jackson, WY-ID",O3,4th Max,1,0.065,0.066,0.066,0.065,0.06,0.06,0.069,0.065,0.065,0.063,0.066,0.066,0.067,0.063,0.06,0.062,0.06,0.063,0.064,0.061,0.066
27260,"Jacksonville, FL",CO,2nd Max,1,3.8,3.4,2.6,2.4,2.3,2.2,1.3,1.9,1.1,0.6,0.7,1.5,1.3,0.7,0.9,0.9,1.6,1.4,1.2,1.2,1.2
27260,,NO2,Annual Mean,1,15.0,13.0,15.0,14.0,14.0,13.0,12.0,10.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0
27260,,O3,4th Max,2,0.075,0.072,0.068,0.071,0.074,0.072,0.074,0.073,0.069,0.061,0.067,0.066,0.06,0.05700000000000001,0.061,0.05899999999999998,0.05899999999999998,0.061,0.06,0.062,0.05600000000000001
27260,,PM2.5,Weighted Annual Mean,2,12.2,11.1,9.7,9.6,10.7,10.4,9.7,10.1,8.8,8.0,8.2,7.8,7.4,6.4,7.1,6.9,7.0,7.0,6.6,6.8,7.4
27260,,PM2.5,98th Percentile,2,31.0,27.0,23.0,21.0,26.0,26.0,21.0,32.0,18.0,19.0,18.0,19.0,21.0,16.0,17.0,15.0,16.0,16.0,13.0,14.0,15.0
27260,,SO2,99th Percentile,3,107.0,99.0,100.0,68.0,80.0,90.0,94.0,53.0,42.0,37.0,85.0,65.0,34.0,33.0,37.0,27.0,25.0,20.0,22.0,24.0,28.0
27460,"Jamestown-Dunkirk-Fredonia, NY",O3,4th Max,1,0.087,0.09,0.1,0.09399999999999999,0.085,0.08899999999999998,0.083,0.08599999999999998,0.084,0.068,0.08,0.069,0.08100000000000002,0.066,0.066,0.071,0.069,0.066,0.071,0.065,0.064
27460,,SO2,99th Percentile,1,313.0,278.0,254.0,324.0,162.0,82.0,59.0,43.0,45.0,46.0,30.0,26.0,26.0,15.0,14.0,21.0,5.0,3.0,3.0,3.0,3.0
27540,"Jasper, IN",PM10,2nd Max,1,62.0,44.0,37.0,43.0,41.0,55.0,34.0,48.0,35.0,36.0,36.0,45.0,30.0,30.0,33.0,33.0,35.0,25.0,36.0,30.0,25.0
27540,,PM2.5,Weighted Annual Mean,1,17.2,16.7,16.3,15.7,14.4,16.9,13.5,14.4,12.9,12.5,13.6,12.6,10.8,10.9,11.1,9.7,8.7,8.3,8.9,8.4,8.4
27540,,PM2.5,98th Percentile,1,40.0,38.0,36.0,40.0,30.0,41.0,32.0,35.0,27.0,25.0,27.0,28.0,22.0,22.0,29.0,23.0,19.0,18.0,22.0,19.0,16.0
27540,,SO2,99th Percentile,1,107.0,155.0,130.0,183.0,151.0,119.0,161.0,172.0,205.0,194.0,157.0,119.0,140.0,169.0,157.0,74.0,26.0,24.0,19.0,19.0,19.0
27780,"Johnstown, PA",CO,2nd Max,1,2.0,2.1,2.6,2.2,2.1,1.2,1.5,1.9,1.6,1.4,1.1,1.4,1.2,1.6,1.2,1.1,0.7,0.6,1.0,1.3,0.9
27780,,NO2,Annual Mean,1,15.0,14.0,12.0,13.0,13.0,13.0,12.0,12.0,12.0,9.0,10.0,9.0,9.0,8.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0
27780,,NO2,98th Percentile,1,48.0,46.0,42.0,42.0,45.0,45.0,42.0,44.0,45.0,38.0,43.0,42.0,34.0,37.0,41.0,39.0,36.0,32.0,34.0,34.0,31.0
27780,,O3,4th Max,1,0.08599999999999998,0.09,0.08799999999999998,0.083,0.071,0.077,0.073,0.072,0.067,0.064,0.072,0.072,0.073,0.065,0.06,0.065,0.064,0.062,0.05899999999999998,0.054,0.06
27780,,PM10,2nd Max,1,50.0,99.0,68.0,67.0,61.0,73.0,61.0,63.0,52.0,49.0,63.0,52.0,54.0,86.0,50.0,43.0,47.0,29.0,32.0,27.0,40.0
27780,,PM2.5,Weighted Annual Mean,1,15.3,15.8,16.1,15.5,14.4,16.8,14.8,14.4,13.9,11.9,11.9,13.4,11.6,11.9,11.4,11.7,8.9,11.8,8.4,9.0,8.5
27780,,PM2.5,98th Percentile,1,34.0,40.0,47.0,37.0,36.0,43.0,39.0,35.0,32.0,29.0,30.0,33.0,28.0,30.0,27.0,27.0,23.0,24.0,19.0,24.0,21.0
27780,,SO2,99th Percentile,1,88.0,92.0,82.0,90.0,86.0,97.0,94.0,68.0,75.0,68.0,56.0,39.0,44.0,49.0,54.0,34.0,21.0,19.0,17.0,13.0,8.0
27900,"Joplin, MO",PM10,2nd Max,1,328.0,328.0,256.0,156.0,148.0,130.0,155.0,146.0,97.0,102.0,107.0,192.0,113.0,110.0,153.0,121.0,116.0,68.0,91.0,88.0,110.0
27940,"Juneau, AK",PM2.5,Weighted Annual Mean,1,6.6,5.6,6.2,6.4,6.6,8.1,8.5,6.6,7.1,7.0,8.8,7.1,6.4,5.9,7.7,6.6,6.0,5.6,6.9,6.8,4.8
27940,,PM2.5,98th Percentile,1,24.0,26.0,20.0,23.0,26.0,35.0,33.0,40.0,30.0,29.0,27.0,25.0,24.0,23.0,28.0,21.0,24.0,22.0,22.0,25.0,17.0
27980,"Kahului-Wailuku-Lahaina, HI",PM2.5,Weighted Annual Mean,1,4.8,4.9,4.7,5.5,4.7,4.4,4.6,5.0,5.2,3.8,4.8,6.0,6.4,5.8,3.9,4.8,3.7,4.1,4.5,4.1,2.9
27980,,PM2.5,98th Percentile,1,9.0,11.0,9.0,13.0,9.0,8.0,10.0,10.0,15.0,16.0,14.0,13.0,14.0,13.0,10.0,13.0,12.0,11.0,11.0,17.0,7.0
28020,"Kalamazoo-Portage, MI",O3,4th Max,1,0.07000000000000002,0.085,0.09,0.085,0.068,0.08100000000000002,0.068,0.08100000000000002,0.07000000000000002,0.071,0.067,0.075,0.084,0.068,0.067,0.067,0.074,0.068,0.071,0.061,0.072
28020,,PM2.5,Weighted Annual Mean,1,14.7,15.5,14.8,13.9,11.5,13.8,12.3,12.6,11.1,10.0,9.1,9.0,9.5,8.3,9.8,8.8,8.1,8.1,8.4,7.2,7.6
28020,,PM2.5,98th Percentile,1,36.0,40.0,32.0,37.0,28.0,33.0,29.0,29.0,26.0,29.0,22.0,20.0,27.0,18.0,28.0,22.0,20.0,23.0,19.0,17.0,18.0
28060,"Kalispell, MT",O3,4th Max,1,0.05600000000000001,0.049,0.052,0.061,0.054,0.05700000000000001,0.05899999999999998,0.054,0.05700000000000001,0.055,0.055,0.055,0.055,0.054,0.052,0.05700000000000001,0.05,0.053000000000000005,0.055,0.053000000000000005,0.052
28060,,PM10,2nd Max,2,77.0,69.5,70.0,114.0,74.5,91.0,93.5,110.5,76.5,66.8,57.2,47.5,97.5,66.0,83.5,135.0,91.0,203.0,117.0,83.0,156.0
28140,"Kansas City, MO-KS",CO,2nd Max,1,5.0,3.6,2.8,3.0,2.4,3.1,2.2,2.1,1.4,1.6,1.6,1.5,1.9,1.7,1.1,1.2,1.0,1.4,1.1,1.1,1.1
28140,,NO2,Annual Mean,2,17.0,18.0,18.0,19.0,17.0,18.0,17.0,16.0,17.0,13.0,14.0,14.0,13.0,12.0,12.0,12.0,12.0,10.0,11.0,10.0,9.0
28140,,NO2,98th Percentile,1,62.0,60.0,57.0,59.0,58.0,58.0,60.0,53.0,62.0,45.0,54.0,53.0,52.0,51.0,51.0,45.0,45.0,45.0,43.0,40.0,38.0
28140,,O3,4th Max,5,0.087,0.078,0.085,0.08599999999999998,0.066,0.083,0.08599999999999998,0.078,0.067,0.069,0.069,0.074,0.083,0.067,0.065,0.064,0.065,0.066,0.071,0.062,0.063
28140,,PM2.5,Weighted Annual Mean,4,11.7,12.3,12.5,12.0,10.2,12.4,10.5,10.9,10.0,9.4,9.9,10.1,9.6,8.8,9.2,8.2,7.0,7.6,7.5,7.4,7.8
